mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
random,latest,avoid_walls,exclude_walls,6,0.9,173.22,10.809144276953658
random,latest,avoid_walls,False,6,0.8,173.12,26.41782731414527
handcrafted,latest_strongest,random,include_walls,6,0.8,169.26000000000002,23.943149333368822
handcrafted,latest_strongest,random,exclude_walls,6,0.9,169.2,32.513566399274005
handcrafted,latest_strongest,random,include_walls,6,0.9,168.24,27.753025060342523
handcrafted,random,random,include_walls,6,0.8,164.96,17.663136754268763
handcrafted,random,random,exclude_walls,6,0.7,157.94,20.01345547375565
handcrafted,latest,random,include_walls,6,0.7,157.9,23.60533837927345
random,latest_strongest,random,include_walls,6,0.9,156.4,30.362937934264526
handcrafted,random,random,False,6,0.7,155.85999999999999,35.993421621179614
handcrafted,random,random,include_walls,6,0.7,155.73999999999998,22.570919343261146
handcrafted,random,random,False,6,0.9,153.76,20.40603832202616
handcrafted,random,random,False,6,0.8,153.58,29.350461665875045
handcrafted,latest_strongest,random,False,6,0.8,153.56,15.47315093961149
handcrafted,latest_strongest,random,exclude_walls,6,0.7,153.5,24.14464743996068
handcrafted,latest_strongest,random,include_walls,6,0.99,152.67999999999998,13.371222831140017
semantic,strongest,avoid_walls,exclude_walls,6,0.8,151.72,13.8101991296288
semantic,strongest,avoid_walls,False,6,0.7,148.01999999999998,15.156173659601555
handcrafted,latest_strongest,random,exclude_walls,6,0.99,147.85999999999999,20.89082095083867
handcrafted,latest_strongest,random,False,6,0.7,147.23999999999998,17.641950005597458
handcrafted,random,random,False,6,0.99,146.78000000000003,46.537357037115896
semantic,strongest,avoid_walls,False,6,0.8,145.92000000000002,20.248990098274035
random,random,random,include_walls,6,0.8,144.82,31.92976041250544
random,latest_strongest,random,exclude_walls,6,0.8,143.82,30.21889475146303
handcrafted,latest,random,exclude_walls,6,0.8,143.3,20.246283609591174
semantic,strongest,avoid_walls,include_walls,6,0.7,142.88,14.121529662186036
handcrafted,random,random,include_walls,6,0.99,141.14000000000001,23.599627115698244
random,random,random,include_walls,6,0.9,140.44,18.855513782445705
random,random,random,exclude_walls,6,0.8,140.26,20.851436401360935
handcrafted,random,random,include_walls,6,0.9,139.76000000000002,29.05474832105761
handcrafted,latest,random,exclude_walls,6,0.9,139.51999999999998,22.969405738938914
random,random,random,include_walls,6,0.7,137.99999999999997,29.495965825854896
handcrafted,latest,random,include_walls,6,0.9,137.61999999999998,17.147174694392074
handcrafted,latest,random,include_walls,6,0.8,137.38,19.592590436182753
handcrafted,latest_strongest,random,False,6,0.99,136.52,18.819394251675583
semantic,strongest,avoid_walls,exclude_walls,6,0.7,136.2,7.9044291381478
